STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HLY-CLDH-NORMAL,Completeness Flag,HLY-HTDH-NORMAL,Completeness Flag,HLY-PRES-10PCTL,Completeness Flag,HLY-PRES-90PCTL,Completeness Flag,HLY-PRES-NORMAL,Completeness Flag,HLY-CLOD-PCTBKN,Completeness Flag,HLY-CLOD-PCTCLR,Completeness Flag,HLY-CLOD-PCTFEW,Completeness Flag,HLY-CLOD-PCTOVC,Completeness Flag,HLY-CLOD-PCTSCT,Completeness Flag,HLY-DEWP-10PCTL,Completeness Flag,HLY-DEWP-90PCTL,Completeness Flag,HLY-DEWP-NORMAL,Completeness Flag,HLY-HIDX-NORMAL,Completeness Flag,HLY-TEMP-10PCTL,Completeness Flag,HLY-TEMP-90PCTL,Completeness Flag,HLY-TEMP-NORMAL,Completeness Flag,HLY-WCHL-NORMAL,Completeness Flag,HLY-WIND-1STDIR,Completeness Flag,HLY-WIND-1STPCT,Completeness Flag,HLY-WIND-2NDDIR,Completeness Flag,HLY-WIND-2NDPCT,Completeness Flag,HLY-WIND-AVGSPD,Completeness Flag,HLY-WIND-PCTCLM,Completeness Flag,HLY-WIND-VCTDIR,Completeness Flag,HLY-WIND-VCTSPD,Completeness Flag
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 11:00,11,C,49,C,10147,C,10252,C,10201,C,253,C,186,C,167,C,267,C,127,C,212,C,531,C,391,C,612,C,540,C,700,C,612,C,612,C,3,C,243,C,4,C,165,C,64,C,91,C,80,C,16,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 12:00,17,C,39,C,10137,C,10242,C,10191,C,287,C,191,C,152,C,244,C,126,C,212,C,540,C,393,C,628,C,550,C,720,C,628,C,627,C,7,C,218,C,4,C,149,C,69,C,89,C,240,C,14,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 13:00,17,C,37,C,10131,C,10233,C,10183,C,273,C,205,C,135,C,264,C,124,C,230,C,540,C,406,C,631,C,559,C,716,C,631,C,630,C,7,C,359,C,6,C,226,C,85,C,26,C,248,C,43,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 14:00,14,C,39,C,10127,C,10229,C,10179,C,292,C,188,C,143,C,254,C,123,C,250,C,540,C,420,C,626,C,554,C,711,C,626,C,625,C,7,C,463,C,6,C,239,C,94,C,16,C,249,C,60,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 15:00,11,C,45,C,10127,C,10228,C,10178,C,263,C,175,C,155,C,281,C,126,C,270,C,549,C,433,C,616,C,554,C,698,C,616,C,616,C,7,C,533,C,6,C,235,C,97,C,7,C,254,C,69,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 16:00,7,C,53,C,10128,C,10228,C,10178,C,292,C,176,C,155,C,271,C,106,C,289,C,550,C,439,C,604,C,550,C,669,C,604,C,604,C,7,C,541,C,6,C,224,C,94,C,9,C,256,C,66,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 17:00,3,C,70,C,10131,C,10228,C,10180,C,305,C,165,C,142,C,255,C,133,C,302,C,550,C,448,C,584,C,531,C,640,C,584,C,583,C,7,C,513,C,6,C,207,C,84,C,16,C,260,C,59,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 18:00,2,C,78,C,10133,C,10230,C,10182,C,262,C,203,C,129,C,242,C,165,C,289,C,550,C,448,C,574,C,531,C,630,C,574,C,573,C,7,C,450,C,6,C,204,C,74,C,42,C,264,C,46,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 19:00,1,C,82,C,10135,C,10233,C,10184,C,235,C,256,C,140,C,231,C,138,C,284,C,550,C,444,C,569,C,520,C,621,C,569,C,567,C,7,C,343,C,6,C,191,C,66,C,77,C,272,C,32,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 20:00,1,C,84,C,10136,C,10236,C,10187,C,208,C,299,C,138,C,232,C,123,C,270,C,550,C,439,C,567,C,520,C,621,C,567,C,565,C,7,C,196,C,1,C,163,C,58,C,106,C,301,C,17,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 21:00,1,C,88,C,10140,C,10239,C,10189,C,173,C,339,C,117,C,256,C,117,C,270,C,550,C,433,C,563,C,511,C,610,C,563,C,561,C,1,C,169,C,3,C,167,C,54,C,118,C,12,C,11,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 22:00,1,C,96,C,10141,C,10241,C,10191,C,163,C,326,C,131,C,271,C,110,C,270,C,550,C,431,C,555,C,511,C,601,C,555,C,552,C,3,C,228,C,2,C,142,C,53,C,130,C,46,C,15,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100101 23:00,1,C,100,C,10143,C,10241,C,10192,C,189,C,315,C,140,C,241,C,115,C,261,C,540,C,425,C,551,C,500,C,601,C,551,C,547,C,3,C,288,C,1,C,144,C,56,C,116,C,49,C,19,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 00:00,1,C,108,C,10140,C,10240,C,10190,C,175,C,324,C,135,C,263,C,103,C,250,C,540,C,418,C,543,C,489,C,590,C,543,C,539,C,3,C,322,C,2,C,180,C,55,C,105,C,60,C,23,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 01:00,9999, ,117,C,10138,C,10239,C,10188,C,189,C,318,C,143,C,243,C,107,C,248,C,540,C,413,C,534,C,482,C,579,C,534,C,528,C,3,C,274,C,2,C,223,C,56,C,117,C,55,C,24,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 02:00,9999, ,126,C,10137,C,10239,C,10189,C,219,C,310,C,150,C,237,C,84,C,248,C,531,C,408,C,524,C,469,C,579,C,524,C,518,C,3,C,326,C,2,C,253,C,51,C,116,C,57,C,27,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 03:00,9999, ,134,C,10135,C,10239,C,10189,C,186,C,322,C,152,C,239,C,101,C,248,C,531,C,404,C,516,C,464,C,570,C,516,C,508,C,3,C,293,C,2,C,219,C,48,C,157,C,57,C,25,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 04:00,9999, ,141,C,10130,C,10237,C,10186,C,168,C,336,C,134,C,251,C,111,C,241,C,531,C,402,C,509,C,450,C,570,C,509,C,501,C,3,C,356,C,2,C,214,C,47,C,170,C,64,C,28,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 05:00,9999, ,145,C,10131,C,10237,C,10186,C,180,C,323,C,134,C,262,C,100,C,230,C,531,C,397,C,506,C,446,C,559,C,506,C,496,C,3,C,383,C,2,C,207,C,49,C,139,C,68,C,29,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 06:00,9999, ,147,C,10132,C,10239,C,10188,C,166,C,319,C,144,C,265,C,106,C,241,C,520,C,395,C,503,C,446,C,559,C,503,C,493,C,3,C,391,C,2,C,180,C,50,C,152,C,68,C,30,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 07:00,9999, ,143,C,10136,C,10242,C,10192,C,238,C,197,C,147,C,251,C,167,C,219,C,531,C,390,C,508,C,450,C,561,C,508,C,496,C,3,C,369,C,2,C,208,C,55,C,119,C,68,C,33,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 08:00,9999, ,127,C,10139,C,10247,C,10196,C,259,C,182,C,135,C,273,C,151,C,230,C,531,C,390,C,523,C,464,C,579,C,523,C,515,C,3,C,413,C,2,C,175,C,57,C,100,C,69,C,37,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 09:00,1,C,97,C,10146,C,10253,C,10202,C,266,C,194,C,149,C,245,C,146,C,230,C,531,C,395,C,554,C,500,C,610,C,554,C,550,C,3,C,354,C,2,C,221,C,62,C,83,C,75,C,39,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 10:00,4,C,68,C,10152,C,10257,C,10205,C,243,C,186,C,179,C,264,C,128,C,230,C,531,C,397,C,586,C,520,C,660,C,586,C,585,C,3,C,321,C,2,C,194,C,64,C,82,C,76,C,32,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 11:00,11,C,49,C,10148,C,10253,C,10202,C,245,C,180,C,180,C,268,C,126,C,219,C,531,C,397,C,612,C,540,C,700,C,612,C,612,C,3,C,250,C,4,C,168,C,63,C,88,C,82,C,18,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 12:00,17,C,39,C,10139,C,10243,C,10192,C,280,C,186,C,161,C,251,C,123,C,219,C,540,C,400,C,628,C,550,C,720,C,628,C,627,C,7,C,225,C,4,C,152,C,68,C,94,C,236,C,14,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 13:00,18,C,37,C,10132,C,10233,C,10183,C,262,C,201,C,140,C,266,C,131,C,230,C,540,C,412,C,630,C,554,C,720,C,630,C,630,C,7,C,366,C,6,C,226,C,84,C,31,C,248,C,42,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 14:00,14,C,39,C,10128,C,10230,C,10179,C,290,C,187,C,143,C,261,C,120,C,250,C,545,C,426,C,626,C,554,C,711,C,626,C,625,C,7,C,463,C,6,C,243,C,93,C,16,C,249,C,60,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 15:00,11,C,45,C,10128,C,10229,C,10179,C,258,C,179,C,152,C,283,C,128,C,284,C,550,C,438,C,616,C,554,C,691,C,616,C,616,C,7,C,536,C,6,C,230,C,96,C,7,C,254,C,68,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 16:00,8,C,53,C,10130,C,10229,C,10179,C,295,C,179,C,158,C,269,C,100,C,300,C,550,C,444,C,604,C,550,C,669,C,604,C,604,C,7,C,546,C,6,C,219,C,93,C,9,C,255,C,66,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 17:00,4,C,70,C,10132,C,10229,C,10180,C,300,C,172,C,142,C,260,C,126,C,309,C,550,C,453,C,584,C,536,C,640,C,584,C,583,C,7,C,511,C,6,C,215,C,83,C,18,C,259,C,58,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 18:00,2,C,77,C,10133,C,10230,C,10183,C,257,C,210,C,131,C,242,C,160,C,302,C,550,C,452,C,575,C,531,C,630,C,575,C,573,C,7,C,441,C,6,C,221,C,73,C,40,C,263,C,45,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 19:00,1,C,81,C,10136,C,10233,C,10185,C,236,C,254,C,141,C,229,C,141,C,289,C,550,C,448,C,570,C,520,C,621,C,570,C,569,C,7,C,338,C,6,C,193,C,65,C,77,C,272,C,30,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 20:00,1,C,83,C,10138,C,10235,C,10187,C,204,C,303,C,143,C,229,C,121,C,280,C,550,C,443,C,568,C,520,C,621,C,568,C,566,C,7,C,199,C,1,C,168,C,57,C,109,C,299,C,17,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 21:00,1,C,86,C,10140,C,10239,C,10189,C,180,C,339,C,117,C,252,C,112,C,270,C,550,C,436,C,565,C,518,C,610,C,565,C,562,C,3,C,175,C,1,C,171,C,55,C,115,C,14,C,10,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 22:00,9999, ,94,C,10141,C,10241,C,10192,C,157,C,334,C,124,C,267,C,118,C,270,C,550,C,434,C,556,C,511,C,601,C,556,C,553,C,3,C,235,C,1,C,139,C,54,C,123,C,51,C,15,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100102 23:00,1,C,98,C,10143,C,10241,C,10192,C,190,C,330,C,131,C,235,C,115,C,261,C,540,C,429,C,552,C,500,C,601,C,552,C,549,C,3,C,293,C,1,C,150,C,57,C,105,C,52,C,19,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 00:00,1,C,106,C,10139,C,10240,C,10190,C,182,C,333,C,128,C,252,C,104,C,261,C,540,C,423,C,544,C,489,C,590,C,544,C,541,C,3,C,305,C,2,C,181,C,55,C,109,C,61,C,22,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 01:00,9999, ,115,C,10136,C,10239,C,10188,C,184,C,333,C,132,C,240,C,111,C,250,C,540,C,417,C,535,C,482,C,579,C,535,C,531,C,3,C,279,C,2,C,209,C,55,C,128,C,56,C,23,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 02:00,9999, ,125,C,10137,C,10239,C,10189,C,212,C,320,C,142,C,233,C,94,C,261,C,531,C,412,C,525,C,469,C,579,C,525,C,519,C,3,C,316,C,2,C,251,C,51,C,122,C,58,C,27,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 03:00,9999, ,133,C,10135,C,10239,C,10188,C,184,C,334,C,143,C,242,C,97,C,250,C,531,C,408,C,517,C,464,C,570,C,517,C,510,C,3,C,301,C,2,C,205,C,48,C,156,C,58,C,24,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 04:00,9999, ,139,C,10130,C,10236,C,10186,C,162,C,350,C,130,C,252,C,106,C,244,C,531,C,406,C,511,C,450,C,570,C,511,C,503,C,3,C,356,C,2,C,215,C,48,C,168,C,66,C,28,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 05:00,9999, ,142,C,10131,C,10235,C,10185,C,175,C,337,C,125,C,262,C,100,C,241,C,531,C,400,C,508,C,450,C,570,C,508,C,499,C,3,C,368,C,2,C,208,C,48,C,140,C,68,C,29,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 06:00,9999, ,145,C,10132,C,10239,C,10188,C,159,C,327,C,138,C,265,C,111,C,241,C,531,C,398,C,506,C,450,C,570,C,506,C,496,C,3,C,379,C,2,C,186,C,50,C,150,C,68,C,31,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 07:00,9999, ,140,C,10136,C,10241,C,10192,C,241,C,200,C,143,C,250,C,166,C,230,C,531,C,393,C,510,C,450,C,570,C,510,C,500,C,3,C,357,C,2,C,219,C,54,C,123,C,69,C,34,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 08:00,9999, ,125,C,10139,C,10247,C,10196,C,262,C,185,C,138,C,271,C,144,C,230,C,531,C,393,C,525,C,469,C,579,C,525,C,518,C,3,C,406,C,2,C,177,C,57,C,102,C,70,C,37,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 09:00,1,C,95,C,10145,C,10253,C,10201,C,264,C,198,C,144,C,248,C,146,C,241,C,531,C,398,C,556,C,500,C,610,C,556,C,553,C,3,C,343,C,2,C,220,C,62,C,81,C,76,C,39,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 10:00,4,C,66,C,10152,C,10256,C,10205,C,247,C,184,C,175,C,265,C,129,C,230,C,531,C,401,C,588,C,531,C,660,C,588,C,587,C,3,C,336,C,2,C,198,C,65,C,70,C,77,C,34,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 11:00,12,C,48,C,10148,C,10252,C,10201,C,245,C,172,C,179,C,270,C,134,C,212,C,540,C,400,C,615,C,540,C,700,C,615,C,614,C,3,C,243,C,4,C,179,C,63,C,91,C,88,C,18,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 12:00,18,C,38,C,10139,C,10242,C,10191,C,271,C,175,C,170,C,258,C,126,C,219,C,540,C,403,C,630,C,554,C,730,C,630,C,630,C,7,C,214,C,6,C,155,C,68,C,92,C,226,C,14,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 13:00,19,C,36,C,10131,C,10233,C,10183,C,262,C,194,C,151,C,266,C,126,C,230,C,550,C,415,C,633,C,559,C,730,C,632,C,632,C,7,C,379,C,6,C,218,C,85,C,31,C,247,C,43,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 14:00,16,C,38,C,10127,C,10229,C,10178,C,289,C,179,C,150,C,265,C,117,C,250,C,550,C,429,C,627,C,559,C,716,C,627,C,627,C,7,C,470,C,6,C,236,C,93,C,16,C,248,C,60,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 15:00,12,C,44,C,10128,C,10228,C,10178,C,261,C,175,C,162,C,283,C,119,C,289,C,550,C,442,C,618,C,554,C,700,C,618,C,618,C,7,C,545,C,6,C,228,C,96,C,2,C,254,C,68,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 16:00,8,C,52,C,10129,C,10228,C,10178,C,302,C,177,C,167,C,265,C,88,C,300,C,550,C,447,C,606,C,550,C,680,C,606,C,606,C,7,C,550,C,6,C,219,C,92,C,7,C,255,C,66,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 17:00,4,C,68,C,10131,C,10227,C,10179,C,307,C,167,C,153,C,255,C,117,C,320,C,550,C,456,C,586,C,536,C,644,C,586,C,586,C,7,C,503,C,6,C,219,C,83,C,18,C,259,C,57,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 18:00,2,C,76,C,10133,C,10229,C,10181,C,261,C,212,C,137,C,232,C,158,C,309,C,550,C,456,C,577,C,531,C,630,C,577,C,575,C,7,C,446,C,6,C,214,C,73,C,37,C,263,C,45,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 19:00,2,C,79,C,10135,C,10233,C,10184,C,243,C,270,C,129,C,220,C,138,C,289,C,550,C,451,C,572,C,520,C,630,C,572,C,571,C,7,C,340,C,6,C,193,C,65,C,79,C,269,C,29,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 20:00,1,C,81,C,10136,C,10233,C,10186,C,213,C,312,C,135,C,222,C,119,C,280,C,550,C,445,C,570,C,520,C,621,C,570,C,569,C,7,C,198,C,1,C,161,C,57,C,107,C,298,C,16,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 21:00,1,C,85,C,10138,C,10236,C,10188,C,180,C,345,C,113,C,250,C,113,C,270,C,550,C,439,C,566,C,518,C,621,C,566,C,564,C,3,C,178,C,1,C,158,C,55,C,124,C,21,C,8,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 22:00,1,C,92,C,10140,C,10239,C,10190,C,153,C,345,C,118,C,266,C,118,C,270,C,550,C,436,C,559,C,511,C,610,C,559,C,556,C,3,C,230,C,2,C,141,C,53,C,122,C,55,C,14,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100103 23:00,1,C,96,C,10140,C,10240,C,10191,C,180,C,338,C,131,C,241,C,110,C,270,C,550,C,431,C,555,C,500,C,608,C,555,C,552,C,3,C,276,C,1,C,144,C,56,C,114,C,55,C,17,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100104 00:00,1,C,104,C,10137,C,10238,C,10189,C,180,C,338,C,124,C,255,C,104,C,266,C,540,C,425,C,547,C,500,C,601,C,547,C,543,C,3,C,291,C,2,C,172,C,55,C,114,C,61,C,21,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100104 01:00,9999, ,113,C,10133,C,10234,C,10187,C,181,C,338,C,132,C,234,C,116,C,266,C,540,C,419,C,538,C,489,C,590,C,538,C,534,C,3,C,269,C,2,C,219,C,55,C,128,C,58,C,23,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100104 02:00,9999, ,123,C,10134,C,10235,C,10187,C,210,C,330,C,141,C,228,C,91,C,261,C,531,C,414,C,527,C,469,C,579,C,527,C,522,C,3,C,321,C,2,C,247,C,51,C,115,C,60,C,26,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.93806,-118.38889,20100104 03:00,9999, ,130,C,10133,C,10236,C,10187,C,180,C,343,C,141,C,240,C,97,C,250,C,531,C,410,C,520,C,469,C,572,C,520,C,513,C,3,C,296,C,2,C,196,C,49,C,154,C,58,C,23,C
